032123norte,temen colapso de carretera,vecinos del barrio el bordo ii estan en alerta por agujero de mas de cinco metros,Riesgos y Emergencias,
032123guate,multaran a comerciantes,quienes coloquen mercaderia en las banquetas y obstaculicen el paso peatonal podrian tener una sancion de q00 a q 5 mil,Seguridad y Bienestar,
032223nacional,se estrella contra traieler para evitar que lo maten,taxista acelera e impacta su vehiculo cuando parejas casa pistola y le ordenan desviar la ruta por el hecho pandilleros son detenidos,Accidentes Viales,
032223centro,policia escoltara camionetas,100 buses del transporte extraurbano hacia la capital retoman labores tras ocho dias,Seguridad y Bienestar,
032223occidente,51 fuentes de agua abastecen a todo,el manejo adecuado del liquido es primordial para la poblacion del departamento,Seguridad y Bienestar,
032223oriente,balean a madre e hijo,sicarios llegan a tocar puertade la casa y los atacan joven 19 anos muere,Criminalidad y Violencia,
032223sur,pescado seco sube q5 la libra,comerciantes estan abastecidos para sutir la demanda en samana santa,Comunidades,
032223norte,contaminacion amenaza al lago,peten e izabal son ricos en recursos hidricos y llaman a preservar sus ecosistemas,Seguridad y Bienestar,
032223guate,estrenan aulas,iniverten mas de q800 mil en ampliacion de escuela para beneficio de 175 alumnos del caseria santa rosa,Educacion,
032323nacional,hiere a nino y lo vapulean,vecinos le dan leccion a guardia que dispara contra menor le acusan de hacerlo con otras personas,Delincuencia,
032323centro,17 casos de acoso en 3 meses,senoritas de entre 15 y 19 anos son quienes mas sufren de violencia sexual,Delincuencia,
032323occidente,se preparan para semana santa,edificios de la ciudad son adaptados con adornos para conmemorar la epoca de reflexion,Religion y Tradicion,
032323oriente,maestros llevan 3 meses sin sueldo,quince institutos por cooperativa pasan por el mismo problema de deduc dice que fondos entran en tramite,Educacion,
032323sur,trailer vuelca y se incendia,piloto ebrio pierde el control pero se salva de milagro en accidente,Accidentes Viales,
032323norte,limpian los arroyos,al menos ocho picopadas de basura se extraen en jornada de recoleccion,Seguridad y Bienestar,
032323guate,entregan proyecto,poco mas de seis meses duro la contruccion del paso a desnivel de la guardia de honor el cual ayer fue inagurado,Proyectos de Infraestructura,
032423nacional,torturaban a animales,descuidados sin alimentos y usadospara obtener ganancias rescatan a 24 perros y 4 gatos de la crueldad en que viviam gasparin no soporto y murio,Delincuencia,
032423centro,4 cocineras hacen mil comidas al dia,personal de cocina del hospital debe trabajar tiempo extra para atender a 200 pacientes y no se dan abasto,Comunidades,
032423occidente,van 24 casos de violencia sexual,comision tambien reporta a dos menores de 14 anos que resultaron embarazadas,Delincuencia,
032423oriente,recogen peces muertos por contaminacion,fenomeno conocido como lejia ocurre dos veces al ano en el rio motagua,Seguridad y Bienestar,
032423sur,cunsuroc podria perder Q8 millones,atrasos en entrega de papeleria obliga a reprogramar construccion de modulo,Proyectos de Infraestructura,
032423norte,caminan entre aguas negras,drenajes colapsan y familias del barrio san agustin no aguantan malos olores,Seguridad y Bienestar,
032423guate,medicos los visitan,mas de cien pobladores del caserio candelaria acuden a la jornada gratuita con especialistas cubanos,Comunidades,
032523nacional,le pega con olla de presion,esposa encuentra pruebas de infidelidad en mensajes de taxto que le enviaron a su pareja y lo ataca a golpes,Delincuencia,
032623nacional,asesinan a pastor evangelico,regresaba a su casa despues de un servico cuando fue atacado junto a su hermana y su hermano menor quien esta herido,Criminalidad y Violencia,
032723nacional,asesina a su hermano,jose aldair y axel josue discutieron por una cama el autor del hecho se entrego a la justicia,Criminalidad y Violencia,
032723centro,abarrotan calles con devocion,veinte horas de recorrido vivieron feligreses en el cortejo procesional en san bartolome becerra,Religion y Tradicion,
032723occidente,exigen retirar chatarra,vecinos de la colonia santa elisa refieren que los vehiculos impiden la libre locomocion,Riesgos y Emergencias,
032723oriente,unionenses estan de fiesta,festejos a san jose de betancur empiezan con eleccion de flor de la feria,Religion y Tradicion,
032723sur,alumnos no caben en las aulas,matricula estudiantil supera capacidad en las clases y ninos reciben educacion en galera,Educacion,
032723norte,150 vendedores en la playa,comerciantes ocuparan 1200 metros de punta de palma para reciibir a los visitantes y reactivar la economia,Comunidades,
032723guate,sale caro invadir ciclovias,infractores de paso exclusivo atentan contra la seguridad de los pedalistas por que recibiran multa de hasta q500,Proyectos de Infraestructura,
032823nacional,noche dorada,guatemala golea a guayana y consigue el boleto a la copa oro 2023 y el ascensi a la liga a de naciones de la concacaf,Deporte,
032823centro,fuego en los aposentos,bomberos trabajaron en horas de la madrugada para apagar incendio,Desastres Naturales,
032823occidente,atacan a la familia,por tratar de defendera su esposa e hija de unos delicuentes luis baten fue macheteado hasta morir,Criminalidad y Violencia,
032823oriente,sobreviven a encotronazo,sos adolesentes y un adulto resultan heridos en aparatosos accidente en ruta al atlantico,Accidentes Viales,
032823sur,cae del techo de bodega,hacia una reparacion cuando se precipito desde una altura de cuatro metros,Accidentes Viales,
032823norte,5 asesinatos en una semana,pobladores hablan de limpieza social parte de las victimas estaban involucradas en el narcumenudeo,Criminalidad y Violencia,
032823guate,asisten a la feria,cientos de personas disfrutan de los juegos mecanicos vnetas de comida y actividades especiales en honor a jesus de la agonia,Comunidades,
032923nacional,duelo nacional por muerte de migrantes guatelmaltecos,voraz incendio en albergue de ciudad juarez mexico arrebata la vida de 38 personas entre ellas varias con nacionales,Accidentes y Tragedias,
032923centro,dos ataques en un dia,un hombre de 28 anos y otro de 29 fueron victimas de ataques cib arma blanca en la ciudad colonial,Criminalidad y Violencia,
032923occidente,roban q25 mil en efectivo,un jugoso botin se llevaron los delincuentes de un negocio ubicado en la zona 5,Delincuencia,
032923oriente,se quema las sierra de las minas,bomberos luchan por apagar incendio que devora el bosque,Desastres Naturales,
032923sur,estan en alerta amarilla,bomberos preparan el equipo para atender a emergencia en la semana mayor,Desastres Naturales,
032923norte,se despide de su escuela,honran la memoria de la quinceanera fernanda leonardo quien murio en un ataque armado,Accidentes y Tragedias,
032923guate,avanza cada fin de semana,con fondos propios pobladores del sector la joya en el caserio los sajquiyes mejoran varias calles de la localidad,Proyectos de Infraestructura,
033023nacional,familias lloran a migrantes y piden justicia,mexico confirma que hay 20 chapines entre 38 fallecidos durante incendio en albergue en ciudad juarez,Accidentes y Tragedias,
033023centro,recibira 70 toneladas de basura al dia,inauguran relleno sanitario en el choconal,Seguridad y Bienestar,
033023occidente,40 accidentes a la semana,bomberos afirman que tres municipios son los que mas registran,Accidentes Viales,
033023oriente,fuego deja perdidas por q80 mil,un cortocircuito habria originado incendio en panaderia,Accidentes y Tragedias,
033023sur,atacan a tendero,mariano lopez de 73 anos fue a parar al hospital luego de recibir tres disparon familiares indican que es el segundo asalto,Criminalidad y Violencia,
033023norte,40 dias sin agua,pobladores del barrio el centro sufren por el desperfecto en las bombas del servicio de distribucion,Riesgos y Emergencias,
033023guate,alistan plan de accion,por los cortejos de semana santa se esperan modificaciones en el servicio de transmetro asi como el cierre del sentro historico el viernes santo,Comunidades,
033123nacional,capturan a cincos por muerte de migrantes,sindicados son funcionarios de migracion policias privados y quien habira iniciado el fuego mientras en guatemala las familias piden repatriacion,Internacional,
033123centro,500 mil visitantes llegaran a la antigua,mas de 79 mil autos ingresaron a la ciudad colonial el domingo pasado y ahora esperan el doble,Comunidades,
033123occidente,vecinos rechazan extraccion de piedra,comunidad frena sustraccion de material rocoso para proyecto de pavimentacion,Comunidades,
033123oriente,contenedor se desprende de cabeza,un carril hacia la capital estuvo cerrado durante cuatro horas,Accidentes Viales,
033123sur,se pasa el alto y ocasiona incendio,esposos se salvan tras impacto de carro que no respeta la senal de transito,Accidentes Viales,
033123norte,8 anos sin cumplir promesa de campana,un muelle el mercadi la villa olimpica drenaje e iluminacion son parte del listado que no ha cumplido el actual jefe edil que busca la reeleccion,Proyectos de Infraestructura,
033123guate,problema continua,vecinos de la colonia la escuadrilla estan cansados de que talleres obstaculicen las aceras y danen el ornato,Riesgos y Emergencias,
040123nacional,acribillada dentro de microbus,una mujer se dirigia al mercado y fue asesinada por malhechores que se hicieron pasar por pasajeros,Criminalidad y Violencia,
040223nacional,unidos despues de la tragedia,familiares de 10 migrantes victimas del incendio se traladana ciudad juarez oara apoyarlos en su recuperacion,Internacional,
040323nacional,roban mas de un millon y asesinan a dos guardias,hombres con disfraces a plena luz del dia asaltan y acribillan a agentes de una unidad e valores,Criminalidad y Violencia,
040323centro,vuelve el nazareno de los antiguenos,mas de 9mil devotos acompanaron el cortejo procesional por las calles coloniales,Religion y Tradicion,
040323occidente,calles se llenan de jubilo,cientos de catolicos de la region participan en procesion en el domingo de ramos,Religion y Tradicion,
040323oriente,jesus llega a jerusalem,feligresia catolica conmemora el domingo de ramos en inicio de la semana mayor,Religion y Tradicion,
040323sur,bendicen palmas,cientos de feligreses celebraron con jubilo el domingo de ramos,Religion y Tradicion,
040323norte,reciben al rey,feligreses catolico recuerdan la entrda triunfal de jesus en jerusalen,Religion y Tradicion,
040323guate,bienvenido el rey de reyes,feligreses conmemoran la entrada triunfal de jesus a jerusalen  aclamado por una multitud como el mesias,Religion y Tradicion,
040423nacional,le prenden fuego,comerciante fue tortjurado rociado con gasolina y quemado en un picop,Criminalidad y Violencia,
040423centro,piden hasta q79 por la libra de pescado,a pesar del precio las ventas se incrementaron,Comunidades,
040423occidente,conflicto afecta a transportistas,disputa entre vecinos de tajumulco e ixchiguan ha causado irregularidad en el servicio,Riesgos y Emergencias,
040423oriente,ataca con arma blanca a su amigo,policia detiene a sospechoso durante allanamiento en vivienda de aldea taguayni,Criminalidad y Violencia,
040423sur,atacado mientras cenaba en comedor,tres desconocidos lo balean dentro de negocio,Criminalidad y Violencia,
040423norte,asisten a veraneantes,habilitan puestos de control para cubrir emergencias en carreteras durante semana santa,Comunidades,
040423guate,espera llega a su fin,construccion de paso a desnivel en el ingreso de esta localidad le llevo a las autoridades mas de dos anos para su entrega,Proyectos de Infraestructura,
040523nacional,azotados,hombres sufren castigo maya por entrara a robar a las casas,Delincuencia,
040523centro,hora y media para llegar a la antigua,ingreso a ciudad colonial sera complicado debido a que esperan a mas de 800mil visitantes en tres dias,Comunidades,
040523occidente,veneran a jesus de la humildad,pueblo catolico recorre el municipio con la imagen en hombros,Religion y Tradicion,
040523oriente,veraneantes se dan chapuzon,cataratas de santa rosalioa marmol es opcion para visitar en semana santa,Comunidades,
040523sur,atasco dura 9 horas,veraneantes que van a la costa sur viven un calvario en su paso por cocales,Comunidades,
040523norte,libra de pescado sube q5,comerciantes estan abastecidos para surtir demanda de la epoca,Comunidades,
040523guate,plan de prevencion en marcha,varias instituciones en conjunto implementan operativos en toda la localidad para evitar accidentes durante toda la semana,Seguridad y Bienestar,
040623nacional,perros devoran a mujer,los animales merodeaban el cadaver cuando fue hallado por un vecino,Accidentes y Tragedias,
040623centro,510 carros confiscados,a pesar de sanalizaciones vecinos y turistas infrigen la ley y deben pagar q500 de multa,Delincuencia,
040623occidente,101 anos de tradicion,serenata de miercoles santo albergo a mas de  mil personas,Religion y Tradicion,
040623oriente,se dan chapuzon,rios de la region esperan a cientos de veraneantes en el asueto de semana santa,Comunidades,
040623sur,se duplica el trafico,cientos de vereneantes emprenden viaje a la costa para disfrutar asueto de la semana mayir,Comunidades,
040623norte,comienza la llegada de turistas,lancheros portenos esperan a mayor afluencia de visitantes desde hoy,Comunidades,
040623guate,esperan a visitantes,mas de cien comerciantes instalados en la plaza de la constitucion ofrecen variedad de platillos de la epoca,Comunidades,
040923nacional,devoto fallece,sufre paro cuando cargaba fue llevado al hospital general pero no pudo ser reanimado,Accidentes y Tragedias,
041023nacional,tragico retorno,cuatro personas mueren cuando bus se queda sin frenos y cae en barranco en el ultimo dia de semana santa,Accidentes Viales,
041023centro,triunfo sobre la muerte,jesus resucitado recorre el centro historico acompanado de unos mil devotos,Religion y Tradicion,
041023occidente,jesus ha resucitado,catolicaos abarrotan las calles de la ciudad procer para ver la procesion,Religion y Tradicion,
041023oriente,vencio a la muerte,imagen de jesus resucitado es llevado a procesion por fieles que celebran con canticos,Religion y Tradicion,
041023sur,lento regreso a la casa,familia hacen 9 horas de vuelta a sus hogares tras disfrutar de un descanso en playas y balnearios de la costa sur,Comunidades,
041023norte,disfrutan ultimo dia de descanso,un promedio de 5 mil turistas por dia llegaron durante la semana santa a la playa de punta palma,Comunidades,
041023guate,pavimentan callejon,vecinos aprovechan dias de descanso para avanzar en la obra que beneficiara a 30 familias de la zona 3 de san juan de sacatepequez,Proyectos de Infraestructura,
041123nacional,mata a sus hijos y luego se quita la vida,3 y 4 anos y al notar presencia de policia decide  suicidarse,Criminalidad y Violencia,
041123centro,via cerrada por tiempo indefinido,carril que lleva a occidente cumple 4 dias sin ser reparado y esperan que la empresa responsable la despeje,Proyectos de Infraestructura,
041123occidente,nino muere por una bala perdida,despiden a wilson jimenez quien lucho por su vida durante 5 dias,Accidentes y Tragedias,
041123oriente,atropellado cuando pedia dinero,hombre queda insociente tras el impacto chofer da a la fuga,Accidentes Viales,
041123sur,tragedia enluta a san pablo,lloran la muerte de tres vecinos en accidente y les dan el ultimo adios,Accidentes Viales,
041123norte,ebrio hace volcar camion con jornaleros,viente trabajadores de senahu resulta heridos en accidente,Accidentes Viales,
041123guate,basura abunda en las calles,vecinos de san julian piden a las autoridades extender tren de limpieza ante la proliferacion de basureros clandestinos,Riesgos y Emergencias,
041223nacional,no se que demonio lo ataco,madre narra entre lagrimas el ultimo momento que vio con vida a sus hijos asesinados por su esposo,Criminalidad y Violencia,
041223centro,recogen 30 camionadas con basura de alfombras,cantidad podria aumentar en los proximos dias al sumar los desechos comunes,Seguridad y Bienestar,
041223occidente,esperaron 12 anos por obra,residentes del canton nuevo eden contaran con edificio comunitario,Proyectos de Infraestructura,
041223oriente,enjambre ataca a sepelio,treinta y cinco personas resultaron heridas tras sufrir picaduras de abejas,Accidentes y Tragedias,
041223sur,sepultan a cuarta victima de accidente,familiares y companeros despiden a la estudiante yeymi chavajay,Accidentes y Tragedias,
041223norte,fuego destruye reserva maya,veintiseis incendios forestales siguen activos,Desastres Naturales,
041223guate,obra sigue a medias,por falta de materiales no se ha podido asfaltar aproximadamente un kilometro del tramo carretero en el sector 2 de nla aldea de mejia,Proyectos de Infraestructura,
041323nacional,dramatica y multidinaria despedida,cuatro departamentos se llenaron de llanto dolor y gritos durante el entierro de 17 de los 19 migrantes fallecidos en ciudad juarez mexico,Internacional,
041323centro,emigro por falta de trabajo,basilio sutuj victima de la tragedia en ciudad juarez mexico fue despedido por su familia,Internacional,
041323occidente,sepultan a migrantes muertos en mexico,familia despide a roberto gonzalez de 32 anos quien fallecio en un incendio en ciudad juarez mexico,Internacional,
041323oriente,un muerto y 3 heridos,microbus choca contra trailes estacionado en carretera,Accidentes Viales,
041323sur,lloran a migrantes,miguel rojche y su sobrino francisco rojche ya descansan en su tierra,Internacional,
041323norte,sepultan a joven migrante en el estor,familiares le dan ultimo adios a byron lopez xol en la comunidad rio zarquito,Internacional,
041323guate,retiraron toneladas de basura,cuadrillas de limpiezas recogieron durante la cuaresma y semana santa 16 mil metros cubicos de deschos mil mas que el ano pasado,Seguridad y Bienestar,
041423nacional,matan al profe,mientras esperaba a su cita para almorzar dos hombres intentaron robarle la moto uno le dispara,Criminalidad y Violencia,
041423centro,se revienta drenaje frente al hospital,aguas negras llenan las calles y malos olores molestan a vecinos,Riesgos y Emergencias,
041423occidente,saquean cuatro locales,arrendatarios del mercado municipal piden mas seguridad,Delincuencia,
041423oriente,nina muere despues,estela lopez fue rescatada en rio grande pero por sus pulmones quedaron danados por el agua,Seguridad y Bienestar,
041423sur,rio de plastico,primeras lluvias arrastraron miles de botellas que fueron a dar al bolas,Desastres Naturales,
041423norte,once kilometros de lodo,primeras lluvias ya causan efectos en el camino que lleva a la frontera con honduras,Desastres Naturales,
041423guate,plantel estaba deteriorado,comunidad se une para pintar instalaciones de la escuela de ninas belarmino manuel molina la cual atiende a 1600 menores en dos jornadas,Educacion,
041523nacional,vapuleados hasta confesar,comunitarios persiguen y golpean a tres hombres que descargaban un camion robado,Delincuencia,
041623nacional,asesinado en su amaca,machetean a un agricultor cuando descansaba en el corredor de su vivienda,Criminalidad y Violencia,
041723nacional,pasa debajo de plataforma,tres fallecen y uno queda herido cuando vehicuilo termina rebanado por trailer,Accidentes Viales,
041723centro,dirige la diocesis de quiche,juan manuel cua se desempeno como obispo auxiliar de la arquididiocesis de quetzaltenango,Religion y Tradicion,
041723occidente,basurero colapso hace 2 anos,ya no hay espacio para los desechos,Riesgos y Emergencias,
041723oriente,arde la sierra de las minas,mas de 20 hectareas de bosque han sido consumidas por incendio que sigue activo,Desastres Naturales,
041723sur,se descarrila en puente,en huida conductor ebrio causa percance que deja un muerto y tres heridos en el km 62,Accidentes Viales,
041723norte,que susto,aeronave sufre desperfectos en el tren de aterrizaje y deja a 14 pasajeros con crisis nerviosa,Riesgos y Emergencias,
041723guate,venga aqui hay de todo,mas de 70 emprendedores ofrecen sus productos y servicios en la venida de las americas,Comunidades,
041823nacional,18 anos de carcel para pastor,aprovecho su cargo en iglesia evangelica para abusar sexualmente de una nina,Criminalidad y Violencia,
041823centro,colapsa drenaje,residuos de construccion de nuevo hospital tapan paso de aguas negras,Proyectos de Infraestructura,
041823occidente,lo detienen por robo de celulares,asalta a estudiante y el padre de victima lo retiene con apoyo de vecinos,Delincuencia,
041823oriente,se salva de morir,descarga electrica le causa quemaduras a hombre que desarmaba una galera,Accidentes y Tragedias,
041823sur,unen grados por falta de maestros,hacinamiento afecta a mas de 300 estudiantes de nahualate 2,Educacion,
041823norte,tres horas de llluvia inundan la ciudad,tragantes colapsan debido a la acumulacion de basura,Desastres Naturales,
041823guate,construccion avanza,para mejorar la cobertura la escuela oficial rural mixta de la colonia margaritas tendra tres nuevas aulas,Proyectos de Infraestructura,
041923nacional,estalla bomba porque lo expulsan de escuela,menor de edad apodado macgyber se pone una mascara y sombrero y lanza explosivo,Delincuencia,
041923centro,choque deja ocho heridos,microbus impacta contra trailer en los encuentros,Accidentes Viales,
041923occidente,temen ser extorsionados,comerciantes graban a hombres fotografiando negocios que se movilizaban en motocicleta sin placa,Delincuencia,
041923oriente,lucran con ninos que no existen,descubren casos de menores que no estan inscritos en el renap y con problemas de salud,Delincuencia,
041923sur,ocasionan caos vial,padres de familia exigen la bios de maestros,Educacion,
041923norte,no vio el trailer,sebastian tum se dirigia a ver su negocio ubicado en morales cuando ocurrio la tragedia,Accidentes Viales,
041923guate,terminan labores,nuevas aceras permitiran que mas de 3mil estudiantes caminen sin correr peligro,Proyectos de Infraestructura,
042023nacional,balean a panadero,asesino hace pedido y aprovecha para disparar contra victima,Criminalidad y Violencia,
042023centro,tratan 38 47 toneladas de basura al dia,recuperan espacio en vertedero y comienzan a reciclar desechos solidos,Riesgos y Emergencias,
042023occidente,este sabado arranca la feria,comienzan con desfile inagural y concierto de espinoza paz,Comunidades,
042023oriente,de mototaxis a canoas,tuctucteros ofrecen traslados acuaticos tras demolicion del puente el palmo,Comunidades,
042023sur,reconstruyen el mercado quemado,retiran parte de techo danado mas de cuatro meses despues del incendio,Accidentes y Tragedias,
042023norte,machetean a dos maestros,docentes regresaban de sus labores cuando fueron agredidos por delincuentes,Criminalidad y Violencia,
042023guate,obra tardara nueve meses,construccion del paso a desnivel en la cuchilla ii en la zona 6 esta previsto que comience el otro mes,Proyectos de Infraestructura,
042123nacional,demoleran puente,el villalobos 1 esta danado se construira una estrictura provisional tipo bailey para no afectar el transito,Proyectos de Infraestructura,
042123centro,recibio q2 mil de extorsion,enfrenta a la justicia por prestar su cuenta bancaria,Delincuencia,
042123occidente,pierden dos casas y cuatro vehiculos,incendio en chimente deja danos por mas de q1 millon,Accidentes y Tragedias,
042123oriente,basureros sin control en carretera,desechos y ripio abundan en la ruta que lleva a la laguna de jute,Riesgos y Emergencias,
042123sur,temen asaltos a escolares,ven riesgo de robos a escuelas y atracos a estudiantes en la colonia santa fe,Riesgos y Emergencias,
042123norte,agua sucia se estanca en la calle,residentes del barrio el estrecho llevan 40 anos con el problema,Riesgos y Emergencias,
042123guate,exigen cambio de maestra,padres de familia de la escuela republica del ecuador en la zona 5 aseguran que encargada ya no esta en capacidad de atender a los ninos,Educacion,
042223nacional,por hambre comen pastelitos que tenian veneno,vendedor puso quimico para matar a perros en comida que dejo tirada en la calle y ninos resultaron intoxicados,Delincuencia,
042323nacional,acribillan a trabajador,le dispararon 34 veces intento refugiarse en el molino donde laboraban sus padres,Criminalidad y Violencia,
042423nacional,familia bajo ataque,lo matan a balazos cuando volvia del entierro de su sobrino acribillado un dia antes dos resultan heridos,Criminalidad y Violencia,
042423centro,recorren la ruta del peregrino,devotos del hermano pedro de san jose se betancur conocen lugares que visito hace 356 anos,Religion y Tradicion,
042423occidente,muere al embarrancarse,chofer de camion cae en hondinada de 300 metros,Accidentes Viales,
042423oriente,caminan sobre puente roto,transitar en invierno podria complicarse para agricultores de la localidad y de gualan,Proyectos de Infraestructura,
042423sur,murcielagos invaden hospital,sala de hombres carece de sanitarios,Riesgos y Emergencias,
042423norte,investigan muerte de esposos,sandra mendez y abraham ical tenian heridas de armas blancas,Accidentes y Tragedias,
042423guate,temen al invierno,residentes de covia zona 5 escuchan retumbos y alertan danos en drenaje,Riesgos y Emergencias,
042523nacional,torturan a un nino por entrar a un terreno,lenadores hallan el cadaver sumergido en una poza amarrado de pies y manos,Criminalidad y Violencia,
042523centro,planta de tratamiento esta colapsada,aguas negras contaminan el rio blanco antes de ser procesadas,Riesgos y Emergencias,
042523occidente,preparan a ninos ante emergencia,escolares participan en simulacro de sismo junto a los bomberos,Comunidades,
042523oriente,arrolla a mujer y escapa,victima caminaba a orilla de la ruta a la frontera con honduras,Accidentes Viales,
042523sur,7 meses sin arreglar dano en la ruta,socavamiento comenzo a formarse el ano pasado en el km192 de la ca 2,Proyectos de Infraestructura,
042523norte,vecinos ponen q130 mil y levantan puente,a falta de ayuda municipal ponen manos a la obras,Proyectos de Infraestructura,
042523guate,les ensenan la ley de transito,autoridades imparten curso de educacion vial a casi 300 conductores para prevenir accidentes en la localidad,Educacion,
042623nacional,casi mueren al caerles techo de aula,cuatro ninas de 5 anos luchan por su vidad al quedarse con fracturas craneales las laminas y parales del salon se desplomaron sobre ellas,Accidentes y Tragedias,
042623centro,siniestros han afectado 1877 hectareas,departamento ocupa el primer lugar a nivel nacional en incendios forestales en una semana apagaron diez,Riesgos y Emergencias,
042623occidente,van 20 sentencias por trata de personas,en cinco municipios del departamento se comenten mas este tipo de delitos,Delincuencia,
042623oriente,gozan la feria,el oasis de oriente inaugura la celebracion en honor al santo hermano pedro,Religion y Tradicion,
042623sur,muere al quedar atrapado en carro en llamas,camion impacto contra vehiculo que se incendio en la autopista,Accidentes Viales,
042623norte,instalacion de pasarela complica el transito,levantan el puente debido a que en el sector se reportan 20 atropellados al mes,Proyectos de Infraestructura,
042623guate,forman futUros artistas,en vez de una entrada habitual de notas estudiantes de la escuela de musica elias garcia se presentan en concierto ante sus familias,Educacion,
042723nacional,policia rescata de morir vapuleado,vecinos sorprendieron a un hombre cuando escapaba con un carro robado,Delincuencia,
042723centro,esperan bajo el sol,familiares de pacientes del hospital nacional sin acceso a un espacio adecuado para descansar,Seguridad y Bienestar,
042723occidente,incrementan crimenes,en este ano van 25 mientras que en 2022 19 segun estudio por la coalicion se seguridad ciudadana,Seguridad y Bienestar,
042723oriente,lapidan a hombre,vecinos de el rodeo hallan cadaver en camino de terraceria,Delincuencia,
042723sur,agua podria enfermarlos,toman muestra en cuatro comunidades dosde se reportan casos de diarrea,Seguridad y Bienestar,
042723norte,salubristas toman el hospital,rechazan que se costee a otros centros asistencial cuando hay necesidades por cubrir en este,Seguridad y Bienestar,
042723guate,para todos los gustos,desde hace mas de 20 anos las pacas son una opcion oara adquirir variedad de productos a precios accesibles,Comunidades,
042823nacional,nuestra encuesta 2023,lectores de nuestro diaria indican su preferencias entre los candidadtos presidenciales,Seguridad y Bienestar,
042823centro,asediados por extorsionistas,mas de 2 mil comercios de las zonas 1 y 2 estan bajo la lupa de dos pandilla y los imitadores,Delincuencia,
042823occidente,90 ninos no tienen maestros,padres de familia y alumnos participan en planton para exigir contratacion de profesores,Educacion,
042823oriente,les toca esperar por cisternas,nueve comunidades rurales sufren por danos en pozos y escasez de agua,Seguridad y Bienestar,
042823sur,maestra se turna para atender a 108 alumnos,faltan profesores para atender ninos en el pain cein de la aldea aceituno,Educacion,
042823norte,tienen mas de dos anos sin carreteras,residentes de tres comunidades se arriesgan a pasar por una vereda,Riesgos y Emergencias,
042823guate,basura afecta a escolares,a pocos metros de un centro educativo a diario aparecen desechos en tragante,Riesgos y Emergencias,
042923nacional,drama y desolacion bajo la montana,luego de cinco dias de ocurrido un deslizamiento en casillas las familias buscan entre los escombros lo poco que les quedo,Desastres Naturales,
043023nacional,muere segundo nino victima del derrumbe,jedrian pierde la vida cinco dias despues de su hermano ia,Accidentes Viales,
050123nacional,calzada roosevelt bajo fuego,tuctuquero policia y presunto sicario resultan herido en tiroteo,Criminalidad y Violencia,
050123centro,pagan q135 mas que hace 2 semanas,tortillerias resienten precio y dan tres por un q1,Comunidades,
050123occidente,finaliza feria patronal,marquenses clausuran fiesta a san marcos evangelista con baile social y caravana de motos,Comunidades,
050123oriente,jalpatagua campeon de la pepe milla,celebran en casa y alzan la copa de edicion 29,Deporte,
050123sur,reparan puente por su cuenta,les cambian tablones pero cableado sigue en riesgo de colapsar,Riesgos y Emergencias,
050123norte,lluvias dejan danos,fuertes vientos causan caida de arboles en cinco municipios,Desastres Naturales,
050123guate,del rio al chorro,planta de tratamiento de agua potable el cambray mantiene abastecimiento para mas de 84 mil personas diariamente en las zonas 10 y 15,Proyectos de Infraestructura,
050223nacional,habia dejado de trabajar y aun asi lo matan,pandilleros acribillan a taxista que no tenia para pagar la cuota,Criminalidad y Violencia,
050223centro,pierden q12 millones,dinero asignado al codede entre 2022 y 2023 se ha esfumado por falta de legitimidad de alcalde,Delincuencia,
050223occidente,obra de q1 millon se hunde en 30 minutos,ingreso principal no soporta el paso de vehiculos,Proyectos de Infraestructura,
050223oriente,van a traer a mayo,devotos retoman tradicion y piden en el rio grande por buen invierno y cosechas,Religion y Tradicion,
050223sur,celebran el dia del caballo,dedican competencias ecuestres a otto minito chilel,Deporte,
050223norte,87 casa danadas,familias de tres municipios de alta verapaz son afectadas por lluvias y ventarrones,Desastres Naturales,
050223guate,evitaran derrumbes,cerraran un carril para avanzar en la cosntruccion de un muro en el km 18 8 de la ruta que comunica ciudad quetzal con mixco,Proyectos de Infraestructura,
050323nacional,balacera frente a escuela,a pocos metros del ingreso una mujer asesinada a balazos mientras otras seis quedna heridas,Criminalidad y Violencia,
050323centro,28 anos sirvio como bombero,familia y rescatista rinde homenajes postumo a ramiro garcia lopez,Comunidades,
050323occidente,el maiz esta escaso,afecta el precio y tamano de las tortillas,Comunidades,
050323oriente,a piloto atropella a un hombre y regresa al lugar a buscar el maletin que boto cuando escapaba,-,Accidentes Viales,
050323sur,patrullan vecindario,calles de los encuentros son vigiladas por 20 voluntarios organizados,Seguridad y Bienestar,
050323norte,30 kilometros de baches,pobladores exigen la reparacion de la ruta departamental 12,Proyectos de Infraestructura,
050323guate,realizan ardua labor,gracias al sudor de su frente albaniles se superan y llevana  diario el sustento de sus hogares,Comunidades,
050423nacional,machetea a su papa,turba retiene y golpea a hombre a quien tambien lo senalan de asaltar a peatones y saquear viviendas,Criminalidad y Violencia,
050423centro,llevan 15 dias sin una gota de agua,mas de 600 vecinos dan ultimatum a comuna para solucionar conflicto con finqueri que se opone al paso de 6 nacimientos,Comunidades,
050423occidente,suman seis casos de estafa,desconocidos cobran q5 mil y ofrecen puestos de trabajo para el aerea de salud,Delincuencia,
050423oriente,reubicaran a vendedores,mas de 20 comerciantes trandran que trasladarse del parque a la 13 avenida,Comunidades,
